ticket_id,ticket_description,sentiment,topic,intent,emotion,confidence,reason
89,"I'm having an issue with the {product_purchased}. Please assist.

Product Purchasing Error Product Purchasing Error Yes | No 28 - 30 28 - 30 32 | Product Purchasing Error | Product Purchase Error I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an unresolved issue with the product despite following troubleshooting steps, indicating frustration and a request for technical help."
90,"I'm having an issue with the {product_purchased}. Please assist.

If your computer is connected to a power source, please do not open the {product_purchased}. Please assist. If your router is wired up I've already contacted customer support multiple times, but the issue remains unresolved.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an unresolved technical issue despite multiple contacts with support, indicating frustration and a request for technical help."
91,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account? - The password reset option can be enabled by using the {Product_purchased} The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,account_issue,account_help,frustrated,0.9,User is experiencing intermittent issues with password reset and is seeking help to recover their account.
92,"I'm having an issue with the {product_purchased}. Please assist.


(Beware when I accidentally add a link to your product and the item you selected incorrectly, you may see some data about missing items and it may require This problem started occurring after the recent software update. I haven't made any other changes to the device.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an issue with the product after a software update and requests assistance, indicating a technical problem and frustration."
93,"I'm having an issue with the {product_purchased}. Please assist.

Here are some additional notes about using the product in order to purchase the product:


The ""new"" name of the product is used. This name I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",negative,product_quality,complaint,frustrated,0.9,"Customer reports a sudden decrease in battery life, indicating a product quality issue and frustration."
94,"I'm having an issue with the {product_purchased}. Please assist. In-app purchases don't always match up with your new product. In-app purchases are very costly.

Make sure you also check if your product is I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports issues with product functionality and error messages, indicating a technical problem and seeking assistance."
95,"I'm having an issue with the {product_purchased}. Please assist. </name> <product_purchased_url >http://www.kyle@junebug.com/tutorial/cure-all- I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports ongoing issue with product despite troubleshooting, indicating frustration and need for technical assistance."
96,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

Is there any way to recover the lost data? Can it be done remotely from a remote I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",negative,technical_issue,technical_help,frustrated,0.95,"The customer reports a product crash and data loss, asks for recovery help, and mentions an error message, indicating a technical problem and a request for assistance."
97,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. I'm thinking maybe they have a bug. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",negative,technical_issue,technical_help,frustrated,0.95,"The customer reports a product not turning on and expresses concern about a possible bug and data security, indicating a technical problem and a request for help."
98,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

Step 1: You need to make sure that the DNS query you I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",neutral,technical_issue,technical_help,confused,0.9,"The customer is asking for troubleshooting steps after unsuccessful attempts, indicating a technical issue and a request for help, with a neutral and confused tone."
99,"I'm having an issue with the {product_purchased}. Please assist. <s3> Please provide the product name, location and shipping address in the Product Overview. <s3> This message will be unread for 12 seconds. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",neutral,technical_issue,technical_help,confused,0.9,"The customer reports an issue after a firmware update and requests assistance, indicating a technical problem and seeking help, with a neutral and confused tone."
100,"I'm having an issue with the {product_purchased}. Please assist.

Thank you for your visit. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",neutral,technical_issue,technical_help,confused,0.9,"The customer reports an error message and requests assistance, indicating a technical issue and a need for help, with a neutral and confused tone."
